,person,offer received,offer viewed,offer completed,transaction,reward_infl,amount_infl,email,mobile,social,web,bogo,discount,informational,avg_difficulty,time_to_open,time_to_complete,total_amount,amount_pct,age,gender,income,seen_ratio,completed_ratio
9585,9629,5,2,1,1,2.0,3.5700000000000003,5,5,2,5,1,2,1,6.0,0.017857142857142856,1.0,10.180000000000001,0.3506876227897839,64.0,1,67000.0,0.4,0.2
9586,9630,5,5,4,4,35.0,45.56,5,4,4,4,2,2,0,12.0,0.060714285714285714,0.175,137.75,0.33074410163339385,63.0,1,53000.0,1.0,0.8
9587,9631,4,3,3,4,11.0,12.149999999999999,4,3,3,3,1,2,0,12.0,0.05357142857142857,1.0,48.89,0.24851707915729185,46.0,1,72000.0,0.75,0.75
9588,9632,4,2,3,2,10.0,36.04,4,4,2,4,1,2,1,6.0,0.125,0.26785714285714285,139.92,0.25757575757575757,52.0,0,85000.0,0.5,0.75
9589,9633,4,2,1,0,5.0,0.0,4,4,1,3,2,1,1,6.0,0.6071428571428571,1.0,16.07,0.0,59.0,1,70000.0,0.5,0.25
9590,9634,3,3,2,0,15.0,0.0,3,3,2,2,2,0,1,5.0,0.3642857142857143,0.0,122.49000000000001,0.0,50.0,0,87000.0,1.0,0.6666666666666666
9591,9635,4,3,4,1,27.0,20.95,4,4,3,3,3,1,0,9.0,0.3952380952380952,0.32142857142857145,230.21,0.09100386603535901,70.0,1,64000.0,0.75,1.0
9592,9636,5,5,4,1,27.0,29.68,5,5,4,4,3,1,0,9.0,0.3767857142857143,0.25,251.76999999999995,0.11788537156928945,61.0,0,61000.0,1.0,0.8
9593,9637,4,4,1,1,2.0,27.66,4,4,4,2,1,1,1,7.0,0.7111111111111111,0.15,70.47999999999999,0.3924517593643587,55.0,0,82000.0,1.0,0.25
9594,9638,5,5,3,1,18.0,12.18,5,4,2,5,2,3,0,10.0,0.040178571428571425,0.17857142857142858,83.72,0.1454849498327759,75.0,0,78000.0,1.0,0.6
9595,9639,3,2,0,0,0.0,0.0,3,3,3,1,2,0,1,7.0,0.07142857142857142,1.0,7.789999999999999,0.0,,2,,0.6666666666666666,0.0
9596,9640,4,3,0,2,0.0,6.1899999999999995,4,4,3,4,0,3,0,9.0,0.05357142857142857,1.0,18.14,0.34123484013230426,,2,,0.75,0.0
9597,9641,3,3,1,1,2.0,12.18,3,3,2,1,0,1,1,5.0,0.05952380952380952,0.07142857142857142,149.92,0.08124332977588047,50.0,0,62000.0,1.0,0.3333333333333333
9598,9642,4,3,3,4,25.0,50.02,4,3,2,3,2,1,1,10.0,0.3529761904761905,0.07142857142857142,151.82999999999998,0.3294474082855826,20.0,1,43000.0,0.75,0.75
9599,9643,4,4,2,0,7.0,0.0,4,2,0,4,0,2,1,10.0,0.011904761904761904,0.0,57.35,0.0,62.0,1,94000.0,1.0,0.5
9600,9644,5,5,5,4,28.0,81.3,5,5,5,5,2,1,0,7.0,0.07142857142857142,0.23035714285714287,144.32,0.5633314855875832,65.0,1,88000.0,1.0,1.0
9601,9645,5,5,3,4,9.0,76.24,5,4,3,4,0,2,2,8.0,0.07500000000000001,0.13333333333333333,180.51999999999998,0.4223354752935963,51.0,1,80000.0,1.0,0.6
9602,9646,3,3,2,1,12.0,28.69,3,3,3,2,1,2,0,9.0,0.14285714285714285,0.35,116.57000000000001,0.24611821223299304,67.0,0,76000.0,1.0,0.6666666666666666
9603,9647,3,2,0,0,0.0,0.0,3,3,2,2,2,0,1,7.0,0.15,1.0,2.67,0.0,,2,,0.6666666666666666,0.0
9604,9648,4,0,0,0,0.0,0.0,4,1,0,4,0,2,0,15.0,1.0,1.0,11.25,0.0,67.0,1,38000.0,0.0,0.0
9605,9649,5,4,4,3,32.0,67.27000000000001,5,5,5,1,1,1,1,7.0,0.2222222222222222,0.20952380952380953,308.89000000000004,0.21777979215902102,27.0,0,73000.0,0.8,0.8
9606,9650,2,1,1,0,5.0,0.0,2,1,1,1,0,1,1,10.0,1.0,0.85,108.87,0.0,61.0,0,77000.0,0.5,0.5
9607,9651,4,4,2,9,7.0,29.900000000000002,4,4,3,3,3,1,0,9.0,0.15952380952380954,0.21428571428571427,53.769999999999996,0.5560721591965782,30.0,1,48000.0,1.0,0.5
9608,9652,5,3,2,5,7.0,24.75,5,4,3,4,2,2,1,9.0,0.125,1.0,68.21,0.36285002199091043,67.0,0,66000.0,0.6,0.4
9609,9653,6,6,5,2,27.0,52.67,6,5,3,5,4,2,0,10.0,0.08857142857142856,0.09523809523809523,183.2,0.28750000000000003,54.0,1,90000.0,1.0,0.8333333333333334
9610,9655,4,3,4,0,16.0,0.0,4,3,3,4,1,2,0,11.0,0.39642857142857146,0.17857142857142858,169.73000000000002,0.0,54.0,0,91000.0,0.75,1.0
9611,9656,3,2,1,1,3.0,7.7,3,3,3,1,0,1,1,4.0,0.17857142857142858,0.39285714285714285,113.64,0.06775783174938402,33.0,0,52000.0,0.6666666666666666,0.3333333333333333
9612,9657,5,5,2,11,8.0,32.15,5,5,5,3,2,2,0,8.0,0.08392857142857142,1.0,42.92999999999999,0.748893547635686,40.0,1,34000.0,1.0,0.4
9613,9658,5,1,2,0,10.0,0.0,5,2,1,5,2,1,0,12.0,1.3,0.525,82.06,0.0,68.0,0,87000.0,0.2,0.4
9614,9659,4,3,2,7,7.0,9.66,4,4,2,4,1,2,1,6.0,0.0875,1.0,87.94000000000001,0.10984762337957697,40.0,1,33000.0,0.75,0.5
9615,9660,4,3,0,0,0.0,0.0,4,4,3,3,2,1,1,6.0,0.23333333333333334,1.0,11.08,0.0,76.0,0,68000.0,0.75,0.0
9616,9661,4,4,2,0,12.0,0.0,4,4,2,3,1,2,1,7.0,0.2142857142857143,0.39285714285714285,107.36,0.0,47.0,0,88000.0,1.0,0.5
9617,9662,5,4,0,0,0.0,0.0,5,5,3,3,1,1,1,4.0,0.44841269841269843,1.0,7.279999999999999,0.0,,2,,0.8,0.0
9618,9663,4,4,3,2,17.0,40.49,4,4,3,2,2,1,1,6.0,0.16746031746031745,0.35714285714285715,71.06,0.5698001688713763,64.0,0,85000.0,1.0,0.75
9619,9664,4,3,1,3,3.0,6.63,4,3,3,3,1,3,0,12.0,0.11607142857142858,1.0,14.55,0.4556701030927835,51.0,0,61000.0,0.75,0.25
9620,9665,3,2,0,2,0.0,2.1,3,3,2,2,1,1,1,7.0,0.625,1.0,11.16,0.1881720430107527,,2,,0.6666666666666666,0.0
9621,9666,3,3,1,2,10.0,24.52,3,3,1,2,2,0,1,5.0,0.45982142857142855,1.0,124.48,0.19697943444730076,65.0,0,73000.0,1.0,0.3333333333333333
9622,9667,5,5,4,2,23.0,41.42,5,5,4,3,3,1,1,5.0,0.08333333333333333,0.4892857142857143,175.08999999999997,0.23656405277285972,37.0,1,86000.0,1.0,0.8
9623,9668,4,2,4,1,17.0,22.12,4,3,2,4,2,2,0,10.0,0.025,0.2976190476190476,250.60999999999999,0.08826463429232673,53.0,1,89000.0,0.5,1.0
9624,9669,4,4,1,1,5.0,27.5,4,4,4,2,2,1,1,6.0,0.25396825396825395,0.35,72.59,0.37884006061440967,48.0,1,98000.0,1.0,0.25
9625,9670,6,3,5,3,23.0,71.11,6,5,3,5,2,2,1,7.0,0.2111111111111111,0.18571428571428572,164.38,0.4325952062294683,66.0,0,90000.0,0.5,0.8333333333333334
9626,9671,4,4,1,0,5.0,0.0,4,4,2,3,1,1,2,3.0,0.1626984126984127,1.0,31.82,0.0,72.0,1,73000.0,1.0,0.25
9627,9672,4,2,3,2,7.0,41.870000000000005,4,4,1,4,0,2,1,6.0,0.1607142857142857,0.3452380952380953,150.21,0.278743093003129,71.0,1,78000.0,0.5,0.75
9628,9673,2,2,1,0,2.0,0.0,2,2,1,2,1,1,0,8.0,0.14285714285714285,1.0,78.57,0.0,64.0,2,65000.0,1.0,0.5
9629,9674,5,3,1,4,5.0,12.77,5,4,3,4,2,1,2,7.0,0.041666666666666664,0.15,20.69,0.6172063798936683,,2,,0.6,0.2
9630,9675,5,5,1,1,5.0,16.91,5,5,4,2,3,0,1,6.0,0.2238095238095238,0.21428571428571427,25.25,0.6697029702970297,55.0,1,70000.0,1.0,0.2
9631,9677,4,2,2,1,7.0,0.38,4,3,2,4,1,3,0,12.0,0.1875,0.525,29.94,0.012692050768203072,40.0,1,32000.0,0.5,0.5
9632,9678,6,4,1,8,3.0,27.509999999999998,6,5,4,4,2,2,2,7.0,0.10714285714285715,1.0,51.45,0.5346938775510204,72.0,1,31000.0,0.6666666666666666,0.16666666666666666
9633,9679,6,6,4,4,17.0,88.35,6,6,4,6,1,3,1,7.0,0.1414285714285714,0.1238095238095238,247.44000000000003,0.3570562560620756,58.0,1,93000.0,1.0,0.6666666666666666
9634,9680,4,3,2,6,8.0,28.32,4,4,3,2,2,1,1,6.0,0.03571428571428571,0.39285714285714285,65.97,0.4292860391086858,24.0,1,73000.0,0.75,0.5
9635,9681,5,3,4,2,9.0,62.33,5,5,3,5,1,3,0,8.0,0.03571428571428571,0.20833333333333334,143.30999999999997,0.4349312678808179,56.0,0,110000.0,0.6,0.8
9636,9682,6,2,4,2,19.0,41.14,6,5,1,6,2,2,0,11.0,0.16428571428571428,0.3595238095238095,94.32,0.4361747243426633,59.0,1,85000.0,0.3333333333333333,0.6666666666666666
9637,9683,5,4,3,3,10.0,61.300000000000004,5,4,3,4,1,3,1,8.0,0.34126984126984133,0.45,147.52,0.4155368763557484,60.0,1,86000.0,0.8,0.6
9638,9684,4,2,3,1,25.0,28.56,4,3,2,4,1,1,1,10.0,0.0,0.375,238.74,0.11962804724805226,65.0,0,68000.0,0.5,0.75
9639,9685,6,4,5,4,27.0,89.3,6,6,5,6,2,1,1,6.0,0.1625,0.3125,248.40999999999997,0.3594863330783785,74.0,1,85000.0,0.6666666666666666,0.8333333333333334
9640,9686,4,3,1,4,2.0,10.209999999999999,4,4,2,4,1,2,1,8.0,0.0625,1.0,27.860000000000003,0.36647523330940407,46.0,1,39000.0,0.75,0.25
9641,9687,3,2,0,0,0.0,0.0,3,3,2,2,1,1,1,5.0,0.6666666666666666,1.0,85.56,0.0,52.0,0,92000.0,0.6666666666666666,0.0
9642,9688,6,1,0,0,0.0,0.0,6,4,1,5,1,1,2,6.0,1.0,1.0,0.0,,74.0,1,35000.0,0.16666666666666666,0.0
9643,9689,5,5,0,1,0.0,2.13,5,5,5,3,3,0,0,8.0,0.08928571428571427,1.0,2.94,0.7244897959183674,46.0,1,38000.0,1.0,0.0
9644,9690,5,3,2,2,10.0,11.33,5,4,3,4,3,1,1,8.0,0.20555555555555552,0.3392857142857143,161.78,0.070033378662381,33.0,1,63000.0,0.6,0.4
9645,9691,5,4,3,7,20.0,60.91,5,5,3,5,3,0,1,5.0,0.1839285714285714,0.33095238095238094,121.08000000000001,0.5030558308556325,80.0,0,38000.0,0.8,0.6
9646,9692,4,3,0,4,0.0,14.610000000000001,4,4,3,2,1,1,1,7.0,0.17857142857142858,1.0,28.340000000000003,0.5155257586450247,49.0,1,47000.0,0.75,0.0
9647,9693,4,3,0,0,0.0,0.0,4,4,3,4,3,1,0,7.0,0.025,1.0,29.799999999999997,0.0,41.0,0,67000.0,0.75,0.0
9648,9694,5,5,4,9,22.0,23.94,5,5,5,4,2,1,1,6.0,0.00625,0.25,42.24000000000001,0.5667613636363635,,2,,1.0,0.8
9649,9695,4,4,0,4,0.0,11.370000000000001,4,4,3,3,2,1,1,7.0,0.3196428571428572,1.0,22.05,0.5156462585034014,,2,,1.0,0.0
9650,9696,5,1,4,0,14.0,0.0,5,4,2,4,1,3,1,9.0,0.125,0.4107142857142857,161.44,0.0,67.0,1,108000.0,0.2,0.8
9651,9697,6,5,5,4,42.0,77.72,6,6,6,4,2,1,1,8.0,0.10476190476190475,0.1619047619047619,128.22,0.6061456871002964,74.0,1,70000.0,0.8333333333333334,0.8333333333333334
9652,9698,4,2,3,1,15.0,12.29,4,4,2,3,1,2,1,7.0,0.0,0.03571428571428571,138.95000000000002,0.08844908240374233,88.0,0,50000.0,0.5,0.75
9653,9699,6,6,4,2,12.0,36.86,6,5,3,6,0,3,1,9.0,0.42250000000000004,0.225,199.18999999999997,0.18504945027360814,50.0,1,61000.0,1.0,0.6666666666666666
9654,9700,4,4,0,1,0.0,3.67,4,4,3,3,0,1,2,2.0,0.03273809523809524,1.0,10.81,0.3395004625346901,,2,,1.0,0.0
9655,9701,4,1,0,2,0.0,3.54,4,3,0,4,0,2,1,10.0,0.35714285714285715,1.0,18.400000000000002,0.19239130434782606,,2,,0.25,0.0
9656,9702,5,2,3,4,17.0,54.599999999999994,5,3,2,5,2,2,0,11.0,0.0,0.625,111.06,0.49162614802809285,47.0,0,55000.0,0.4,0.6
9657,9703,4,1,0,0,0.0,0.0,4,3,0,4,1,2,0,12.0,0.2857142857142857,1.0,2.5300000000000002,0.0,,2,,0.25,0.0
9658,9704,5,4,4,2,12.0,14.67,5,5,2,4,1,2,1,6.0,0.4047619047619048,0.3392857142857143,97.09,0.15109692038314965,66.0,1,40000.0,0.8,0.8
9659,9705,4,1,0,4,0.0,7.720000000000001,4,3,1,3,2,2,0,11.0,0.0,1.0,11.98,0.6444073455759599,20.0,1,35000.0,0.25,0.0
9660,9706,4,3,1,3,5.0,14.100000000000001,4,3,0,4,1,1,0,12.0,0.19642857142857142,0.2857142857142857,50.28,0.2804295942720764,80.0,1,42000.0,0.75,0.25
9661,9707,5,5,0,7,0.0,13.240000000000002,5,5,5,3,2,1,1,6.0,0.12916666666666668,1.0,20.770000000000003,0.6374578719306693,,2,,1.0,0.0
9662,9708,5,5,3,1,17.0,21.65,5,4,3,4,3,2,0,11.0,0.23214285714285715,0.48214285714285715,44.51,0.4864075488654235,58.0,1,77000.0,1.0,0.6
9663,9709,4,4,2,2,7.0,38.75,4,4,3,4,2,1,0,8.0,0.10714285714285714,0.3589285714285714,38.75,1.0,48.0,1,91000.0,1.0,0.5
9664,9710,5,3,2,3,13.0,9.93,5,3,2,5,1,2,1,9.0,0.28125,0.42857142857142855,49.00000000000001,0.20265306122448976,36.0,1,32000.0,0.6,0.4
9665,9711,5,3,2,2,10.0,51.67,5,5,5,2,1,0,1,2.0,0.21666666666666667,0.42500000000000004,119.28999999999999,0.43314611451085594,60.0,0,108000.0,0.6,0.4
9666,9712,6,2,3,1,12.0,15.22,6,4,2,5,2,2,1,8.0,0.1464285714285714,0.25,63.49,0.2397227909907072,77.0,1,75000.0,0.3333333333333333,0.5
9667,9713,3,2,0,1,0.0,0.55,3,2,2,3,1,1,0,12.0,0.45,1.0,6.08,0.09046052631578948,76.0,0,55000.0,0.6666666666666666,0.0
9668,9714,5,4,4,4,13.0,44.96,5,4,3,5,1,3,0,10.0,0.2741071428571429,0.2875,100.31,0.4482105473033596,27.0,1,34000.0,0.8,0.8
9669,9715,4,3,3,1,17.0,20.11,4,4,2,3,2,1,1,6.0,0.1988095238095238,0.125,126.42,0.15907293149818066,26.0,1,61000.0,0.75,0.75
9670,9716,6,3,1,3,3.0,2.5500000000000003,6,6,5,6,1,1,1,4.0,0.19642857142857142,1.0,22.259999999999998,0.11455525606469005,,2,,0.5,0.16666666666666666
9671,9717,3,1,1,2,5.0,1.86,3,3,1,3,2,0,0,8.0,0.2,1.0,9.629999999999999,0.1931464174454829,28.0,1,36000.0,0.3333333333333333,0.3333333333333333
9672,9718,4,2,1,8,3.0,23.91,4,4,3,3,2,1,1,6.0,0.03571428571428571,0.4642857142857143,56.519999999999996,0.42303609341825904,53.0,1,57000.0,0.5,0.25
9673,9719,4,3,3,2,9.0,44.58,4,4,3,4,1,2,0,8.0,0.075,0.1125,178.58,0.24963601747116135,57.0,0,85000.0,0.75,0.75
9674,9720,4,4,1,1,5.0,1.79,4,4,3,3,2,1,1,6.0,0.5793650793650794,1.0,13.27,0.13489073097211757,,2,,1.0,0.25
9675,9721,6,3,0,2,0.0,4.0200000000000005,6,5,3,6,3,2,0,10.0,0.45,1.0,10.209999999999999,0.3937316356513223,63.0,1,34000.0,0.5,0.0
9676,9722,3,3,3,3,25.0,50.0,3,2,2,1,1,1,0,15.0,0.10357142857142856,0.17857142857142858,185.93,0.26891841015435913,53.0,2,68000.0,1.0,1.0
9677,9723,4,1,0,1,0.0,1.3,4,2,1,4,0,3,0,13.0,0.2,1.0,4.84,0.26859504132231404,65.0,1,58000.0,0.25,0.0
9678,9724,5,2,0,4,0.0,10.45,5,5,2,4,2,0,2,2.0,0.10714285714285714,1.0,33.129999999999995,0.3154240869302747,33.0,1,49000.0,0.4,0.0
9679,9725,4,4,1,7,3.0,15.46,4,4,4,3,2,2,0,8.0,0.13095238095238096,0.7142857142857143,20.07,0.7703039362232188,72.0,0,61000.0,1.0,0.25
9680,9726,5,4,1,5,10.0,18.2,5,5,2,4,2,1,1,6.0,0.22023809523809523,0.9285714285714286,19.13,0.9513852587558809,,2,,0.8,0.2
9681,9727,5,5,3,5,22.0,63.22,5,5,5,3,1,1,1,7.0,0.1875,0.3,212.04000000000002,0.29815129220901715,18.0,1,51000.0,1.0,0.6
9682,9728,5,5,2,3,7.0,44.269999999999996,5,5,3,3,2,1,1,6.0,0.10119047619047618,0.23214285714285715,86.14,0.5139308103087996,49.0,1,53000.0,1.0,0.4
9683,9729,3,2,1,2,2.0,15.850000000000001,3,3,2,2,0,2,1,7.0,0.14285714285714285,0.5,25.53,0.6208382295338817,42.0,0,46000.0,0.6666666666666666,0.3333333333333333
9684,9730,4,3,2,2,15.0,33.870000000000005,4,4,3,1,2,0,1,5.0,0.07142857142857142,0.17857142857142858,230.24,0.14710736622654622,50.0,0,78000.0,0.75,0.5
9685,9731,5,5,4,4,18.0,60.85,5,5,4,5,1,2,1,7.0,0.2308035714285714,0.2654761904761905,236.22,0.2575988485310304,51.0,1,59000.0,1.0,0.8
9686,9732,6,5,2,7,8.0,16.12,6,6,3,6,3,1,1,5.0,0.3503571428571429,0.35714285714285715,43.91000000000001,0.36711455249373715,19.0,1,39000.0,0.8333333333333334,0.3333333333333333
9687,9733,5,4,5,2,18.0,65.80000000000001,5,5,4,5,1,2,0,10.0,0.15,0.08035714285714286,290.6,0.22642807983482452,46.0,0,96000.0,0.8,1.0
9688,9734,3,1,0,0,0.0,0.0,3,3,1,3,2,0,1,5.0,1.0,1.0,6.890000000000001,0.0,33.0,1,57000.0,0.3333333333333333,0.0
9689,9735,6,4,1,10,10.0,54.2,6,5,4,4,2,2,2,8.0,0.18888888888888888,0.6,68.0,0.7970588235294118,48.0,1,42000.0,0.6666666666666666,0.16666666666666666
9690,9736,6,3,1,1,5.0,5.37,6,4,2,6,3,1,1,8.0,0.21785714285714286,0.07142857142857142,21.64,0.24815157116451017,,2,,0.5,0.16666666666666666
9691,9737,2,2,1,0,3.0,0.0,2,2,2,2,1,1,0,8.0,0.8928571428571429,0.4642857142857143,125.99000000000001,0.0,57.0,0,95000.0,1.0,0.5
9692,9738,4,4,2,3,15.0,15.29,4,3,2,3,1,1,2,8.0,0.5375,0.3,62.38999999999999,0.24507132553293798,66.0,1,68000.0,1.0,0.5
9693,9739,5,4,1,0,5.0,0.0,5,4,4,4,3,1,0,11.0,0.35000000000000003,0.65,52.71,0.0,60.0,1,63000.0,0.8,0.2
9694,9740,5,4,3,2,12.0,23.299999999999997,5,4,2,4,1,2,2,7.0,0.6555555555555556,0.275,126.22000000000001,0.18459832039296462,40.0,1,45000.0,0.8,0.6
9695,9741,5,5,0,1,0.0,19.42,5,5,4,2,2,0,2,5.0,0.171875,1.0,19.42,1.0,82.0,0,80000.0,1.0,0.0
9696,9742,5,5,5,4,22.0,100.19,5,4,3,4,1,4,0,11.0,0.05089285714285714,0.23124999999999998,173.76,0.5765999079189688,72.0,1,80000.0,1.0,1.0
9697,9743,5,4,3,6,17.0,35.730000000000004,5,4,3,2,1,2,1,10.0,0.48809523809523814,0.25,162.81000000000003,0.2194582642343836,46.0,1,32000.0,0.8,0.6
9698,9744,6,5,5,3,23.0,73.53999999999999,6,5,3,6,1,3,1,9.0,0.09598214285714286,0.34761904761904766,189.12,0.3888536379018612,76.0,1,86000.0,0.8333333333333334,0.8333333333333334
9699,9745,5,4,4,2,23.0,43.07,5,5,5,3,2,1,1,6.0,0.08095238095238096,0.07500000000000001,168.99,0.25486715190247944,52.0,0,93000.0,0.8,0.8
9700,9746,4,4,3,4,13.0,63.980000000000004,4,3,2,3,1,2,1,8.0,0.26746031746031745,0.25535714285714284,204.39999999999998,0.31301369863013706,53.0,0,77000.0,1.0,0.75
9701,9747,5,4,3,1,12.0,28.55,5,4,3,4,1,3,1,8.0,0.5003968253968254,0.14642857142857144,188.20000000000002,0.15170031880977683,46.0,1,98000.0,0.8,0.6
9702,9748,5,4,4,2,22.0,47.03,5,5,5,4,2,1,1,6.0,0.21666666666666667,0.475,156.26,0.30097273774478434,62.0,1,73000.0,0.8,0.8
9703,9749,5,3,2,2,4.0,29.56,5,5,2,4,0,2,2,5.0,0.28214285714285714,0.04821428571428571,191.04999999999998,0.1547238942685161,38.0,0,66000.0,0.6,0.4
9704,9750,6,4,2,2,8.0,9.33,6,6,4,5,1,2,2,4.0,0.2119047619047619,0.14285714285714285,30.389999999999993,0.30700888450148084,49.0,1,38000.0,0.6666666666666666,0.3333333333333333
9705,9751,6,6,6,4,21.0,589.01,6,6,5,6,1,3,0,9.0,0.0707142857142857,0.19017857142857142,681.4399999999999,0.8643607654378963,55.0,1,56000.0,1.0,1.0
9706,9752,3,3,1,0,5.0,0.0,3,2,1,3,1,1,1,10.0,0.08125,1.0,49.69,0.0,48.0,0,87000.0,1.0,0.3333333333333333
9707,9753,5,4,3,13,17.0,43.510000000000005,5,5,3,4,3,1,1,7.0,0.07380952380952381,0.7,158.68999999999997,0.27418236813913927,33.0,1,70000.0,0.8,0.6
9708,9754,5,3,5,1,32.0,18.69,5,3,3,5,1,2,0,13.0,0.1625,0.19999999999999998,629.28,0.029700610221205192,60.0,1,63000.0,0.6,1.0
9709,9755,4,3,3,1,17.0,16.48,4,3,3,2,1,2,1,10.0,0.35833333333333334,0.325,226.3,0.07282368537339814,24.0,1,57000.0,0.75,0.75
9710,9756,5,4,3,4,30.0,55.78,5,5,5,2,2,0,1,7.0,0.25,0.2107142857142857,155.18,0.35945353782703954,34.0,0,64000.0,0.8,0.6
9711,9757,5,5,4,4,27.0,57.97,5,4,3,2,1,2,1,10.0,0.1455357142857143,0.35714285714285715,134.18,0.4320315993441645,61.0,0,51000.0,1.0,0.8
9712,9758,6,4,0,3,0.0,5.6000000000000005,6,5,4,4,1,2,2,8.0,0.1869047619047619,1.0,10.81,0.5180388529139686,,2,,0.6666666666666666,0.0
9713,9759,4,3,4,2,30.0,24.08,4,4,3,3,4,0,0,8.0,0.075,0.22380952380952382,223.51,0.10773567178202317,30.0,0,58000.0,0.75,1.0
9714,9760,5,3,0,7,0.0,17.700000000000003,5,5,3,4,2,2,1,8.0,0.21904761904761905,1.0,27.290000000000003,0.6485892268230121,,2,,0.6,0.0
9715,9761,5,3,2,6,4.0,17.67,5,5,3,3,0,2,2,5.0,0.05357142857142857,1.0,30.730000000000004,0.5750081353726001,,2,,0.6,0.4
9716,9762,4,2,3,1,17.0,29.28,4,4,3,2,2,1,1,6.0,0.725,0.2267857142857143,131.11,0.22332392647395316,69.0,1,108000.0,0.5,0.75
9717,9763,5,4,2,2,12.0,48.72,5,4,2,3,1,2,2,8.0,0.15357142857142855,0.17857142857142858,107.14999999999999,0.4546896873541764,80.0,1,98000.0,0.8,0.4
9718,9764,3,2,1,3,10.0,36.86,3,3,2,2,1,0,2,3.0,0.275,0.0,140.86,0.2616782621042169,75.0,0,49000.0,0.6666666666666666,0.3333333333333333
9719,9765,5,2,1,1,5.0,8.16,5,5,2,5,2,0,1,3.0,0.05,1.0,16.37,0.4984728161270617,63.0,1,30000.0,0.4,0.2
9720,9766,5,2,3,2,14.0,36.760000000000005,5,5,3,3,1,2,2,6.0,0.3,0.175,140.25,0.2621033868092692,58.0,0,74000.0,0.4,0.6
9721,9767,5,5,0,6,0.0,11.700000000000001,5,5,3,5,2,2,0,8.0,0.12678571428571428,1.0,12.709999999999999,0.920535011801731,,2,,1.0,0.0
9722,9768,6,4,4,3,25.0,78.85,6,6,5,5,2,2,1,7.0,0.02857142857142857,0.4035714285714285,131.91000000000003,0.5977560457887953,50.0,0,83000.0,0.6666666666666666,0.6666666666666666
9723,9769,6,4,0,3,0.0,8.18,6,6,3,5,3,1,2,5.0,0.15873015873015872,1.0,18.189999999999998,0.44969763606377133,38.0,1,37000.0,0.6666666666666666,0.0
9724,9770,3,3,2,0,15.0,0.0,3,3,3,3,2,1,0,8.0,0.15,0.2,52.43000000000001,0.0,62.0,0,51000.0,1.0,0.6666666666666666
9725,9771,5,5,0,0,0.0,0.0,5,5,2,3,2,0,2,4.0,0.375,1.0,0.0,,54.0,1,60000.0,1.0,0.0
9726,9772,5,2,4,1,22.0,10.08,5,4,1,5,2,2,1,9.0,0.4642857142857143,0.5678571428571428,122.58,0.08223201174743025,65.0,0,64000.0,0.4,0.8
9727,9773,4,3,1,1,3.0,2.92,4,3,3,2,1,2,1,9.0,0.3214285714285714,1.0,17.88,0.16331096196868009,68.0,1,41000.0,0.75,0.25
9728,9774,5,5,3,6,15.0,119.72000000000001,5,5,4,3,1,2,2,5.0,0.10416666666666667,0.19285714285714284,249.85999999999996,0.47914832306091426,45.0,0,73000.0,1.0,0.6
9729,9775,4,4,2,1,10.0,25.64,4,4,4,4,2,1,0,7.0,0.06666666666666667,0.35,107.91,0.23760541191733853,81.0,0,84000.0,1.0,0.5
9730,9776,4,1,1,0,5.0,0.0,4,4,1,4,2,1,1,5.0,1.0,0.9642857142857143,12.780000000000001,0.0,26.0,1,34000.0,0.25,0.25
9731,9777,4,3,3,4,9.0,18.369999999999997,4,4,3,3,1,2,1,6.0,0.1,0.580952380952381,75.26,0.24408716449641238,66.0,0,56000.0,0.75,0.75
9732,9778,5,5,5,4,19.0,78.83,5,3,1,5,1,3,0,11.0,0.1357142857142857,0.2988095238095238,261.71,0.30121126437660006,58.0,1,79000.0,1.0,1.0
9733,9779,6,6,5,3,30.0,43.92,6,6,5,4,3,2,1,7.0,0.08928571428571429,0.18125,213.38999999999996,0.20582032897511604,52.0,1,47000.0,1.0,0.8333333333333334
9734,9780,5,3,1,1,10.0,25.83,5,5,2,5,2,1,1,6.0,0.11666666666666665,0.55,56.64,0.4560381355932203,49.0,0,85000.0,0.6,0.2
9735,9781,2,2,1,4,2.0,7.079999999999999,2,2,2,1,1,1,0,10.0,0.14285714285714285,1.0,47.67999999999999,0.14848993288590603,25.0,0,32000.0,1.0,0.5
9736,9782,4,1,3,1,9.0,22.68,4,3,2,3,0,3,1,10.0,0.025,0.2714285714285714,156.37,0.14504060881243205,75.0,1,85000.0,0.25,0.75
9737,9783,5,5,3,2,18.0,23.759999999999998,5,5,5,5,2,2,0,8.0,0.1375,0.21666666666666667,47.07,0.5047801147227533,32.0,1,71000.0,1.0,0.6
9738,9784,5,4,4,3,14.0,13.600000000000001,5,4,4,4,0,2,1,9.0,0.32142857142857145,0.35714285714285715,76.14,0.17861833464670346,61.0,1,57000.0,0.8,0.8
9739,9785,4,3,0,3,0.0,8.46,4,4,4,2,1,2,0,9.0,0.3214285714285714,1.0,9.3,0.9096774193548387,47.0,1,69000.0,0.75,0.0
9740,9786,5,4,2,9,5.0,27.67,5,5,4,3,0,2,2,4.0,0.008333333333333333,0.37142857142857144,42.98,0.6437878082829224,24.0,0,40000.0,0.8,0.4
9741,9787,5,3,3,3,22.0,63.480000000000004,5,5,3,3,1,1,1,7.0,0.19642857142857142,0.2857142857142857,250.76000000000005,0.25315042271494653,72.0,1,94000.0,0.6,0.6
