,person,offer_id,offer received,offer viewed,offer completed,transaction,reward,amount
41269,11063,8.0,1,0,1,0,2.0,0.0
41270,11064,0.0,1,1,0,0,0.0,0.0
41271,11064,1.0,2,2,0,1,0.0,25.6
41272,11064,2.0,1,1,1,0,5.0,0.0
41273,11064,4.0,1,1,1,1,3.0,21.81
41274,11065,1.0,1,1,0,5,0.0,67.04
41275,11065,5.0,1,1,1,0,10.0,0.0
41276,11065,6.0,1,1,0,3,0.0,24.659999999999997
41277,11065,9.0,1,0,1,0,5.0,0.0
41278,11066,1.0,1,1,0,0,0.0,0.0
41279,11066,6.0,1,1,0,0,0.0,0.0
41280,11066,7.0,1,1,1,0,2.0,0.0
41281,11066,8.0,1,1,1,1,2.0,23.98
41282,11067,1.0,1,1,0,4,0.0,84.14
41283,11067,3.0,1,1,1,1,5.0,14.63
41284,11067,4.0,1,1,1,1,3.0,16.56
41285,11067,6.0,1,1,1,1,10.0,15.22
41286,11067,7.0,1,1,1,0,2.0,0.0
41287,11068,1.0,2,1,0,0,0.0,0.0
41288,11068,6.0,1,1,0,0,0.0,0.0
41289,11068,7.0,1,1,0,1,0.0,1.71
41290,11069,0.0,1,1,0,4,0.0,44.72
41291,11069,6.0,1,1,1,0,10.0,0.0
41292,11069,8.0,1,0,1,0,2.0,0.0
41293,11069,9.0,1,0,1,0,5.0,0.0
41294,11070,0.0,1,0,0,0,0.0,0.0
41295,11070,3.0,2,2,1,1,5.0,7.3
41296,11070,9.0,2,0,0,0,0.0,0.0
41297,11071,2.0,1,0,1,0,5.0,0.0
41298,11071,3.0,2,2,1,1,5.0,32.97
41299,11071,4.0,1,1,1,0,3.0,0.0
41300,11071,9.0,1,0,1,0,5.0,0.0
41301,11072,0.0,1,1,0,0,0.0,0.0
41302,11072,5.0,1,1,0,0,0.0,0.0
41303,11072,7.0,1,1,1,0,2.0,0.0
41304,11072,8.0,1,0,1,0,2.0,0.0
41305,11073,5.0,1,1,0,0,0.0,0.0
41306,11073,6.0,2,2,0,2,0.0,1.13
41307,11073,7.0,1,1,0,2,0.0,0.16
41308,11074,0.0,1,0,0,0,0.0,0.0
41309,11074,1.0,1,1,0,5,0.0,67.66
41310,11074,3.0,1,1,1,1,5.0,30.76
41311,11074,8.0,1,1,1,0,2.0,0.0
41312,11075,0.0,1,1,0,0,0.0,0.0
41313,11075,2.0,1,0,0,0,0.0,0.0
41314,11075,6.0,1,1,0,0,0.0,0.0
41315,11076,2.0,2,1,0,5,0.0,7.32
41316,11076,4.0,2,2,2,3,6.0,5.8100000000000005
41317,11076,9.0,1,0,0,0,0.0,0.0
41318,11077,0.0,2,1,0,0,0.0,0.0
41319,11077,4.0,1,0,1,0,3.0,0.0
41320,11077,5.0,1,1,1,1,10.0,14.11
41321,11077,7.0,1,1,1,1,2.0,25.66
41322,11078,0.0,1,1,0,0,0.0,0.0
41323,11078,1.0,1,0,0,0,0.0,0.0
41324,11078,2.0,1,0,0,0,0.0,0.0
41325,11078,7.0,1,1,1,1,2.0,27.59
41326,11079,4.0,1,1,0,0,0.0,0.0
41327,11079,5.0,1,1,0,1,0.0,0.97
41328,11079,6.0,1,1,0,3,0.0,6.65
41329,11079,8.0,1,0,0,0,0.0,0.0
41330,11080,0.0,2,1,0,0,0.0,0.0
41331,11080,2.0,1,0,0,0,0.0,0.0
41332,11080,8.0,1,1,0,0,0.0,0.0
41333,11080,9.0,1,0,1,0,5.0,0.0
41334,11081,0.0,1,1,0,0,0.0,0.0
41335,11081,2.0,1,1,1,1,5.0,5.14
41336,11081,5.0,1,1,0,0,0.0,0.0
41337,11081,8.0,2,2,0,0,0.0,0.0
41338,11082,1.0,1,1,0,0,0.0,0.0
41339,11082,2.0,2,0,2,0,10.0,0.0
41340,11082,5.0,1,1,1,0,10.0,0.0
41341,11082,6.0,1,1,1,1,10.0,10.3
41342,11083,7.0,1,1,1,2,2.0,11.799999999999999
41343,11083,8.0,1,0,0,0,0.0,0.0
41344,11084,1.0,1,1,0,2,0.0,13.89
41345,11084,2.0,1,1,1,0,5.0,0.0
41346,11085,3.0,1,1,0,1,0.0,2.45
41347,11085,6.0,1,1,0,0,0.0,0.0
41348,11085,8.0,1,0,0,0,0.0,0.0
41349,11086,1.0,1,1,0,2,0.0,32.339999999999996
41350,11086,4.0,1,1,1,0,3.0,0.0
41351,11086,7.0,2,2,2,2,4.0,60.120000000000005
41352,11086,8.0,1,1,1,0,2.0,0.0
41353,11086,9.0,1,0,1,0,5.0,0.0
41354,11087,2.0,1,1,0,0,0.0,0.0
41355,11087,3.0,2,2,0,0,0.0,0.0
41356,11087,4.0,1,1,0,1,0.0,0.27
41357,11087,7.0,1,1,0,1,0.0,1.4
41358,11088,6.0,2,2,0,0,0.0,0.0
41359,11089,0.0,1,0,0,0,0.0,0.0
41360,11089,1.0,1,1,0,0,0.0,0.0
41361,11089,4.0,1,1,0,1,0.0,2.75
41362,11089,6.0,2,2,0,1,0.0,0.51
41363,11089,7.0,1,1,0,0,0.0,0.0
41364,11090,5.0,2,2,2,2,20.0,34.36
41365,11090,7.0,1,1,1,0,2.0,0.0
41366,11090,9.0,1,1,1,0,5.0,0.0
41367,11091,0.0,1,1,0,3,0.0,53.160000000000004
41368,11091,3.0,1,1,1,1,5.0,22.22
41369,11091,4.0,1,1,1,0,3.0,0.0
41370,11091,6.0,2,2,1,0,10.0,0.0
41371,11091,7.0,1,1,1,1,2.0,15.62
41372,11092,5.0,2,2,1,0,10.0,0.0
41373,11092,7.0,1,1,1,0,2.0,0.0
41374,11092,9.0,1,1,1,2,5.0,69.61
41375,11093,0.0,1,0,0,0,0.0,0.0
41376,11093,2.0,2,1,1,0,5.0,0.0
41377,11093,3.0,1,1,1,1,5.0,6.03
41378,11093,8.0,1,0,0,0,0.0,0.0
41379,11094,0.0,2,0,0,0,0.0,0.0
41380,11094,1.0,1,1,0,3,0.0,4.0200000000000005
41381,11094,3.0,1,1,1,3,5.0,8.47
41382,11094,5.0,1,1,0,4,0.0,11.09
41383,11094,9.0,1,0,0,0,0.0,0.0
41384,11095,1.0,1,1,0,4,0.0,39.47
41385,11095,3.0,1,1,1,1,5.0,14.44
41386,11095,7.0,2,2,2,1,4.0,13.61
41387,11096,3.0,1,1,1,0,5.0,0.0
41388,11096,4.0,1,1,1,2,3.0,11.010000000000002
41389,11096,5.0,1,1,0,1,0.0,7.32
41390,11097,7.0,1,1,0,0,0.0,0.0
41391,11097,8.0,3,0,0,0,0.0,0.0
41392,11097,9.0,1,0,0,0,0.0,0.0
41393,11098,1.0,2,2,0,0,0.0,0.0
41394,11098,6.0,1,1,0,0,0.0,0.0
41395,11098,9.0,1,1,1,0,5.0,0.0
41396,11099,0.0,1,0,0,0,0.0,0.0
41397,11099,5.0,1,0,0,0,0.0,0.0
41398,11099,6.0,1,0,1,0,10.0,0.0
41399,11099,8.0,1,1,1,1,2.0,13.85
41400,11100,3.0,1,1,1,1,5.0,2.51
41401,11100,6.0,1,1,0,3,0.0,2.54
41402,11100,7.0,2,2,2,3,4.0,7.780000000000001
41403,11100,8.0,2,2,1,4,2.0,5.04
41404,11101,0.0,1,1,0,3,0.0,81.21000000000001
41405,11101,2.0,1,1,1,1,5.0,22.52
41406,11101,7.0,1,1,1,0,2.0,0.0
41407,11102,1.0,1,1,0,3,0.0,55.760000000000005
41408,11102,2.0,1,1,1,0,5.0,0.0
41409,11102,4.0,1,1,1,0,3.0,0.0
41410,11102,6.0,1,1,1,1,10.0,15.72
41411,11102,9.0,2,0,2,0,10.0,0.0
41412,11103,0.0,1,0,0,0,0.0,0.0
41413,11103,1.0,1,1,0,0,0.0,0.0
41414,11103,5.0,1,1,1,0,10.0,0.0
41415,11104,1.0,2,1,0,0,0.0,0.0
41416,11104,3.0,3,3,0,0,0.0,0.0
41417,11104,4.0,1,1,0,0,0.0,0.0
41418,11105,1.0,1,1,0,0,0.0,0.0
41419,11105,4.0,1,1,1,1,3.0,25.11
41420,11105,7.0,1,1,1,1,2.0,20.05
41421,11106,0.0,1,0,0,0,0.0,0.0
41422,11106,2.0,1,1,1,1,5.0,10.99
41423,11106,5.0,1,1,1,0,10.0,0.0
41424,11106,6.0,2,2,2,1,20.0,15.22
41425,11107,3.0,1,1,1,0,5.0,0.0
41426,11107,8.0,2,1,1,1,2.0,12.78
41427,11107,9.0,1,1,1,2,5.0,31.42
41428,11108,4.0,1,1,1,0,3.0,0.0
41429,11108,5.0,1,1,1,1,10.0,13.22
41430,11108,6.0,1,1,0,0,0.0,0.0
41431,11108,7.0,1,1,1,1,2.0,14.55
41432,11109,1.0,2,2,0,0,0.0,0.0
41433,11109,6.0,1,1,1,1,10.0,23.23
41434,11109,7.0,1,0,1,0,2.0,0.0
41435,11110,6.0,1,1,0,0,0.0,0.0
41436,11110,7.0,1,1,1,2,2.0,8.92
41437,11110,8.0,1,0,0,0,0.0,0.0
41438,11111,1.0,1,1,0,0,0.0,0.0
41439,11111,2.0,1,1,0,1,0.0,0.9400000000000001
41440,11111,3.0,1,1,0,1,0.0,0.16
41441,11111,6.0,1,1,0,1,0.0,2.65
41442,11111,7.0,1,1,0,5,0.0,9.3
41443,11111,8.0,1,1,0,0,0.0,0.0
41444,11112,0.0,1,0,0,0,0.0,0.0
41445,11112,2.0,2,0,0,0,0.0,0.0
41446,11112,3.0,1,1,0,1,0.0,1.81
41447,11112,6.0,1,1,0,0,0.0,0.0
41448,11113,0.0,1,1,0,1,0.0,19.16
41449,11113,1.0,1,1,0,0,0.0,0.0
41450,11113,4.0,1,1,1,0,3.0,0.0
41451,11113,5.0,1,1,1,1,10.0,15.57
41452,11114,1.0,2,2,0,3,0.0,34.09
41453,11114,5.0,1,1,0,4,0.0,24.740000000000002
41454,11114,8.0,1,0,1,0,2.0,0.0
41455,11115,0.0,1,1,0,0,0.0,0.0
41456,11115,2.0,1,0,1,0,5.0,0.0
41457,11115,5.0,1,0,0,0,0.0,0.0
41458,11115,8.0,2,1,2,0,4.0,0.0
41459,11116,2.0,2,0,0,0,0.0,0.0
41460,11116,4.0,1,1,0,0,0.0,0.0
41461,11116,6.0,1,1,0,0,0.0,0.0
41462,11117,3.0,1,1,0,0,0.0,0.0
41463,11117,4.0,2,2,0,0,0.0,0.0
41464,11117,8.0,1,1,0,0,0.0,0.0
41465,11118,3.0,1,1,1,1,5.0,8.34
41466,11118,6.0,1,1,1,2,10.0,26.299999999999997
41467,11118,7.0,1,1,1,0,2.0,0.0
41468,11118,8.0,1,0,1,0,2.0,0.0
41469,11118,9.0,1,0,1,0,5.0,0.0
41470,11119,0.0,1,0,0,0,0.0,0.0
41471,11119,3.0,1,1,0,0,0.0,0.0
41472,11119,6.0,1,1,0,0,0.0,0.0
41473,11119,8.0,1,0,0,0,0.0,0.0
41474,11120,1.0,1,1,0,1,0.0,12.42
41475,11120,2.0,1,1,1,0,5.0,0.0
41476,11120,3.0,1,1,1,0,5.0,0.0
41477,11120,6.0,1,1,1,1,10.0,11.31
41478,11120,8.0,2,0,2,0,4.0,0.0
41479,11121,0.0,1,0,0,0,0.0,0.0
41480,11121,4.0,4,4,1,1,3.0,2.17
41481,11121,9.0,1,0,0,0,0.0,0.0
41482,11122,2.0,1,0,1,0,5.0,0.0
41483,11122,4.0,1,1,1,0,3.0,0.0
41484,11122,6.0,1,1,1,1,10.0,17.95
41485,11122,7.0,1,1,1,1,2.0,18.51
41486,11123,1.0,1,1,0,1,0.0,21.3
41487,11123,3.0,1,1,1,0,5.0,0.0
41488,11123,4.0,1,1,1,0,3.0,0.0
41489,11123,5.0,1,1,1,1,10.0,28.43
41490,11123,8.0,2,1,2,1,4.0,16.7
41491,11124,0.0,1,1,0,0,0.0,0.0
41492,11124,6.0,1,1,1,0,10.0,0.0
41493,11124,7.0,2,2,2,2,4.0,18.950000000000003
41494,11125,6.0,2,2,1,0,10.0,0.0
41495,11125,9.0,1,1,1,2,5.0,43.980000000000004
41496,11126,2.0,1,0,0,0,0.0,0.0
41497,11126,4.0,1,1,1,2,3.0,7.52
41498,11126,6.0,1,1,0,1,0.0,3.18
41499,11126,7.0,1,1,1,0,2.0,0.0
41500,11127,1.0,2,0,0,0,0.0,0.0
41501,11127,6.0,1,1,1,1,10.0,25.27
41502,11127,7.0,1,1,1,1,2.0,31.1
41503,11128,6.0,1,1,0,3,0.0,13.66
41504,11128,7.0,1,1,1,2,2.0,4.37
41505,11128,8.0,2,1,0,0,0.0,0.0
41506,11128,9.0,1,0,1,0,5.0,0.0
41507,11129,1.0,1,1,0,2,0.0,5.08
41508,11129,4.0,1,1,0,0,0.0,0.0
41509,11129,6.0,1,1,0,0,0.0,0.0
41510,11130,0.0,1,0,0,0,0.0,0.0
41511,11130,2.0,1,1,0,1,0.0,2.84
41512,11130,4.0,2,2,2,1,6.0,5.33
41513,11130,5.0,1,1,0,0,0.0,0.0
41514,11130,7.0,1,1,1,0,2.0,0.0
41515,11131,3.0,3,3,3,3,15.0,78.75
41516,11131,6.0,1,1,1,1,10.0,15.97
41517,11131,7.0,2,2,2,1,4.0,29.65
41518,11132,2.0,1,0,0,0,0.0,0.0
41519,11132,3.0,1,1,0,1,0.0,1.05
41520,11132,4.0,1,1,0,0,0.0,0.0
41521,11132,9.0,2,0,0,0,0.0,0.0
41522,11133,0.0,2,1,0,3,0.0,52.03
41523,11133,5.0,1,1,1,1,10.0,19.87
41524,11133,9.0,1,0,1,0,5.0,0.0
41525,11134,2.0,1,0,0,0,0.0,0.0
41526,11134,5.0,2,2,0,4,0.0,8.85
41527,11134,6.0,1,1,0,2,0.0,2.02
41528,11134,8.0,1,0,0,0,0.0,0.0
41529,11135,6.0,1,1,0,1,0.0,2.6
41530,11135,7.0,2,1,0,1,0.0,0.66
41531,11135,8.0,3,0,0,0,0.0,0.0
41532,11136,1.0,1,1,0,1,0.0,2.84
41533,11136,2.0,1,1,1,2,5.0,6.99
41534,11136,5.0,2,2,1,0,10.0,0.0
41535,11136,6.0,1,1,0,1,0.0,0.29
41536,11136,9.0,1,0,0,0,0.0,0.0
41537,11137,2.0,1,0,1,0,5.0,0.0
41538,11137,3.0,1,1,0,0,0.0,0.0
41539,11137,4.0,2,2,2,1,6.0,23.22
41540,11138,0.0,1,0,0,0,0.0,0.0
41541,11138,1.0,1,1,0,0,0.0,0.0
41542,11138,4.0,1,1,0,1,0.0,1.35
41543,11138,7.0,1,1,0,1,0.0,2.3
41544,11138,8.0,1,1,0,1,0.0,5.45
41545,11138,9.0,1,0,0,0,0.0,0.0
41546,11139,3.0,1,1,1,0,5.0,0.0
41547,11139,6.0,1,1,1,1,10.0,33.14
41548,11139,8.0,1,0,1,0,2.0,0.0
41549,11140,0.0,1,1,0,0,0.0,0.0
41550,11140,1.0,1,1,0,1,0.0,22.51
41551,11140,2.0,1,0,0,0,0.0,0.0
41552,11140,5.0,1,0,1,0,10.0,0.0
41553,11140,8.0,1,1,0,0,0.0,0.0
41554,11140,9.0,1,1,0,0,0.0,0.0
41555,11141,0.0,1,1,0,1,0.0,15.23
41556,11141,3.0,1,1,1,1,5.0,33.01
41557,11141,7.0,2,2,2,1,4.0,18.92
41558,11142,1.0,1,1,0,1,0.0,24.87
41559,11142,2.0,1,1,1,0,5.0,0.0
41560,11142,4.0,1,1,1,0,3.0,0.0
41561,11143,0.0,2,0,0,0,0.0,0.0
41562,11143,2.0,1,0,0,0,0.0,0.0
41563,11143,9.0,1,0,0,0,0.0,0.0
41564,11144,0.0,1,0,0,0,0.0,0.0
41565,11144,1.0,1,1,0,1,0.0,0.7000000000000001
41566,11144,2.0,1,1,0,1,0.0,0.55
41567,11144,4.0,1,1,1,3,3.0,9.93
41568,11144,7.0,1,1,0,1,0.0,2.08
41569,11144,8.0,1,0,0,0,0.0,0.0
41570,11145,0.0,1,1,0,1,0.0,22.18
41571,11145,3.0,1,0,1,0,5.0,0.0
41572,11145,5.0,1,1,1,0,10.0,0.0
41573,11145,8.0,2,2,2,1,4.0,19.67
41574,11146,2.0,1,1,1,4,5.0,9.42
41575,11146,3.0,1,1,0,0,0.0,0.0
41576,11146,4.0,1,1,0,1,0.0,4.52
41577,11146,6.0,1,1,1,2,10.0,13.23
41578,11147,1.0,3,3,0,4,0.0,7.32
41579,11147,8.0,1,1,1,3,2.0,8.16
41580,11147,9.0,1,0,0,0,0.0,0.0
41581,11148,0.0,1,1,0,0,0.0,0.0
41582,11148,2.0,1,1,0,0,0.0,0.0
41583,11148,6.0,1,1,1,0,10.0,0.0
41584,11148,7.0,1,1,1,0,2.0,0.0
41585,11149,1.0,1,1,0,0,0.0,0.0
41586,11149,2.0,3,2,2,1,10.0,27.45
41587,11149,9.0,1,0,1,0,5.0,0.0
41588,11150,2.0,1,1,1,0,5.0,0.0
41589,11150,3.0,1,1,1,2,5.0,9.89
41590,11150,4.0,1,1,0,1,0.0,3.91
41591,11151,6.0,1,1,0,0,0.0,0.0
41592,11151,7.0,1,1,1,4,2.0,11.02
41593,11151,8.0,1,0,0,0,0.0,0.0
41594,11152,4.0,1,1,0,0,0.0,0.0
41595,11152,6.0,1,1,0,0,0.0,0.0
41596,11152,7.0,1,1,0,0,0.0,0.0
41597,11152,8.0,1,1,0,1,0.0,1.8
41598,11152,9.0,1,0,0,0,0.0,0.0
41599,11153,4.0,1,1,1,0,3.0,0.0
41600,11153,7.0,3,3,3,3,6.0,65.86
41601,11153,9.0,1,0,1,0,5.0,0.0
41602,11154,1.0,1,1,0,0,0.0,0.0
41603,11154,4.0,1,1,1,1,3.0,7.43
41604,11154,7.0,1,1,1,3,2.0,82.51
41605,11154,8.0,1,0,1,0,2.0,0.0
41606,11154,9.0,1,1,1,4,5.0,21.279999999999998
41607,11155,0.0,1,0,0,0,0.0,0.0
41608,11155,2.0,1,1,1,1,5.0,29.91
41609,11155,5.0,2,1,1,0,10.0,0.0
41610,11155,6.0,1,1,1,1,10.0,23.31
41611,11156,1.0,1,1,0,1,0.0,18.81
41612,11156,2.0,1,1,1,1,5.0,26.72
41613,11156,3.0,1,1,1,1,5.0,18.27
41614,11156,4.0,1,1,1,0,3.0,0.0
41615,11157,4.0,2,2,0,1,0.0,0.65
41616,11157,7.0,2,2,0,1,0.0,8.27
41617,11157,9.0,1,0,0,0,0.0,0.0
41618,11158,1.0,2,2,0,1,0.0,24.78
41619,11158,5.0,1,1,1,0,10.0,0.0
41620,11159,0.0,1,0,0,0,0.0,0.0
41621,11159,2.0,1,0,0,0,0.0,0.0
41622,11159,7.0,2,2,1,3,2.0,6.410000000000001
41623,11159,8.0,2,0,2,0,4.0,0.0
41624,11160,1.0,1,0,0,0,0.0,0.0
41625,11160,2.0,2,1,0,3,0.0,4.29
41626,11160,3.0,2,2,0,0,0.0,0.0
41627,11160,4.0,1,1,1,2,3.0,14.99
41628,11161,2.0,2,1,2,0,10.0,0.0
41629,11161,3.0,1,1,1,0,5.0,0.0
41630,11161,5.0,1,1,1,1,10.0,2.95
41631,11161,7.0,1,1,0,1,0.0,3.85
41632,11162,0.0,1,0,0,0,0.0,0.0
41633,11162,3.0,2,2,2,1,10.0,13.79
41634,11162,5.0,1,1,1,0,10.0,0.0
41635,11162,7.0,2,1,2,0,4.0,0.0
41636,11163,3.0,1,1,1,1,5.0,9.73
41637,11163,5.0,2,2,2,1,20.0,15.31
41638,11164,1.0,1,1,0,0,0.0,0.0
41639,11164,3.0,1,1,1,1,5.0,5.01
41640,11164,7.0,2,2,2,2,4.0,11.34
41641,11164,9.0,1,0,1,0,5.0,0.0
41642,11165,5.0,1,1,0,0,0.0,0.0
41643,11165,6.0,1,1,1,1,10.0,24.06
41644,11165,7.0,1,1,1,1,2.0,20.32
41645,11165,9.0,2,0,2,0,10.0,0.0
41646,11166,2.0,1,1,1,2,5.0,81.21
41647,11166,3.0,1,1,0,0,0.0,0.0
41648,11166,5.0,1,1,0,3,0.0,4.6899999999999995
41649,11166,7.0,1,1,0,5,0.0,6.1000000000000005
41650,11166,9.0,1,0,0,0,0.0,0.0
41651,11167,3.0,1,1,1,1,5.0,12.68
41652,11167,5.0,1,1,1,0,10.0,0.0
41653,11167,6.0,1,1,1,0,10.0,0.0
41654,11167,7.0,1,1,1,0,2.0,0.0
41655,11168,1.0,1,1,0,0,0.0,0.0
41656,11168,2.0,2,1,2,0,10.0,0.0
41657,11168,5.0,1,1,1,1,10.0,36.24
41658,11168,6.0,1,1,1,1,10.0,25.27
41659,11168,8.0,1,1,1,0,2.0,0.0
41660,11169,0.0,1,1,0,2,0.0,29.439999999999998
41661,11169,2.0,1,0,1,0,5.0,0.0
41662,11169,3.0,1,1,1,1,5.0,10.28
41663,11169,5.0,1,1,1,2,10.0,21.82
41664,11169,6.0,1,1,1,0,10.0,0.0
41665,11170,0.0,1,1,0,0,0.0,0.0
41666,11170,7.0,2,2,1,3,2.0,15.99
41667,11171,1.0,2,2,0,0,0.0,0.0
41668,11171,2.0,1,1,1,0,5.0,0.0
41669,11171,3.0,1,1,1,1,5.0,17.54
41670,11172,1.0,1,1,0,2,0.0,5.26
41671,11172,3.0,1,1,0,1,0.0,1.1
41672,11172,6.0,1,1,0,3,0.0,5.53
41673,11172,9.0,2,0,0,0,0.0,0.0
41674,11173,1.0,1,1,0,1,0.0,5.62
41675,11173,4.0,1,1,0,2,0.0,2.51
41676,11173,5.0,1,1,0,4,0.0,8.78
41677,11173,6.0,1,1,0,3,0.0,6.51
41678,11173,8.0,1,0,0,0,0.0,0.0
41679,11173,9.0,1,0,0,0,0.0,0.0
41680,11174,0.0,1,1,0,2,0.0,2.35
41681,11174,7.0,3,2,3,3,6.0,8.229999999999999
41682,11174,8.0,1,1,1,2,2.0,11.82
41683,11175,0.0,1,1,0,0,0.0,0.0
41684,11175,3.0,1,1,0,0,0.0,0.0
41685,11175,6.0,1,1,0,0,0.0,0.0
41686,11175,9.0,3,1,0,0,0.0,0.0
41687,11176,0.0,1,1,0,1,0.0,11.69
41688,11176,2.0,1,1,1,0,5.0,0.0
41689,11176,3.0,1,1,1,1,5.0,13.7
41690,11177,0.0,1,0,0,0,0.0,0.0
41691,11177,3.0,1,1,1,0,5.0,0.0
41692,11177,6.0,1,1,0,0,0.0,0.0
41693,11177,9.0,1,0,0,0,0.0,0.0
41694,11178,2.0,2,2,0,2,0.0,6.199999999999999
41695,11178,4.0,1,1,0,2,0.0,0.16
41696,11178,6.0,2,2,0,7,0.0,10.12
41697,11178,8.0,1,1,0,0,0.0,0.0
41698,11179,0.0,1,0,0,0,0.0,0.0
41699,11179,5.0,1,1,0,4,0.0,8.54
41700,11179,6.0,1,1,0,0,0.0,0.0
41701,11179,7.0,3,3,2,7,4.0,22.080000000000002
41702,11180,3.0,1,1,0,0,0.0,0.0
41703,11180,4.0,1,1,1,2,3.0,9.3
41704,11180,6.0,2,2,0,4,0.0,13.830000000000002
41705,11181,0.0,1,0,0,0,0.0,0.0
41706,11181,6.0,2,2,0,1,0.0,6.19
41707,11181,7.0,2,2,2,1,4.0,11.56
41708,11182,2.0,1,0,0,0,0.0,0.0
41709,11182,4.0,2,2,2,2,6.0,11.780000000000001
41710,11182,5.0,1,1,0,5,0.0,8.139999999999999
41711,11182,6.0,1,1,0,1,0.0,1.17
41712,11182,7.0,1,1,1,5,2.0,7.390000000000001
41713,11183,2.0,1,1,1,1,5.0,12.35
41714,11183,6.0,2,2,1,0,10.0,0.0
41715,11183,7.0,1,1,0,1,0.0,8.53
41716,11184,0.0,1,0,0,0,0.0,0.0
41717,11184,2.0,3,0,0,0,0.0,0.0
41718,11184,5.0,1,1,0,0,0.0,0.0
41719,11184,6.0,1,1,0,0,0.0,0.0
41720,11185,2.0,1,0,0,0,0.0,0.0
41721,11185,9.0,2,1,0,0,0.0,0.0
41722,11186,0.0,1,1,0,0,0.0,0.0
41723,11186,4.0,1,1,0,0,0.0,0.0
41724,11186,5.0,2,2,2,1,20.0,27.66
41725,11186,7.0,1,1,0,0,0.0,0.0
41726,11187,1.0,1,1,0,3,0.0,23.47
41727,11187,5.0,3,3,3,1,30.0,5.82
41728,11187,6.0,1,1,1,1,10.0,12.76
41729,11188,1.0,2,2,0,1,0.0,23.65
41730,11188,2.0,1,1,1,0,5.0,0.0
41731,11188,6.0,1,1,1,1,10.0,24.43
41732,11188,9.0,1,1,1,1,5.0,21.99
41733,11189,0.0,1,0,0,0,0.0,0.0
41734,11189,2.0,2,0,0,0,0.0,0.0
41735,11189,3.0,1,1,0,1,0.0,1.94
41736,11189,9.0,2,0,0,0,0.0,0.0
41737,11190,0.0,1,0,0,0,0.0,0.0
41738,11190,4.0,1,1,0,1,0.0,1.12
41739,11190,5.0,1,1,0,0,0.0,0.0
41740,11190,8.0,1,0,0,0,0.0,0.0
41741,11191,0.0,1,0,0,0,0.0,0.0
41742,11191,3.0,2,2,1,3,5.0,3.99
41743,11191,4.0,1,1,1,3,3.0,7.5
41744,11191,5.0,1,1,1,6,10.0,18.12
41745,11192,0.0,1,1,0,1,0.0,1.48
41746,11192,6.0,1,1,1,7,10.0,37.22
41747,11192,9.0,2,0,0,0,0.0,0.0
41748,11193,4.0,1,1,1,0,3.0,0.0
41749,11193,6.0,3,3,2,1,20.0,11.64
41750,11194,0.0,1,0,0,0,0.0,0.0
41751,11194,3.0,1,1,1,0,5.0,0.0
41752,11194,5.0,1,1,1,1,10.0,16.03
41753,11194,7.0,1,1,1,1,2.0,20.53
41754,11194,8.0,1,0,0,0,0.0,0.0
41755,11194,9.0,1,0,1,0,5.0,0.0
41756,11195,1.0,2,2,0,0,0.0,0.0
41757,11195,6.0,1,1,0,0,0.0,0.0
41758,11195,8.0,1,1,1,0,2.0,0.0
41759,11195,9.0,1,1,1,0,5.0,0.0
41760,11196,1.0,1,1,0,2,0.0,25.03
41761,11196,4.0,1,1,1,1,3.0,9.73
41762,11196,5.0,1,0,1,0,10.0,0.0
41763,11196,7.0,2,2,2,1,4.0,10.26
41764,11197,3.0,1,1,0,1,0.0,4.17
41765,11197,4.0,1,1,0,0,0.0,0.0
41766,11197,5.0,2,1,0,3,0.0,6.1
41767,11197,7.0,1,1,1,4,2.0,12.809999999999999
41768,11197,8.0,1,0,0,0,0.0,0.0
41769,11198,2.0,2,2,1,1,5.0,12.3
41770,11198,3.0,1,1,0,0,0.0,0.0
41771,11198,8.0,1,1,1,1,2.0,23.55
41772,11199,8.0,1,1,1,0,2.0,0.0
41773,11200,0.0,1,0,0,0,0.0,0.0
41774,11200,4.0,1,1,0,2,0.0,1.71
41775,11200,6.0,1,1,0,1,0.0,2.67
41776,11200,7.0,1,1,0,1,0.0,1.96
41777,11200,8.0,1,0,0,0,0.0,0.0
41778,11201,3.0,1,1,1,0,5.0,0.0
41779,11201,4.0,1,1,0,2,0.0,1.54
41780,11201,6.0,1,1,0,3,0.0,3.34
41781,11201,8.0,1,1,0,4,0.0,7.99
41782,11202,0.0,1,0,0,0,0.0,0.0
41783,11202,3.0,3,3,3,5,15.0,30.770000000000003
41784,11203,2.0,1,0,1,0,5.0,0.0
41785,11203,4.0,1,1,1,0,3.0,0.0
41786,11203,5.0,1,1,1,0,10.0,0.0
41787,11203,9.0,1,1,1,2,5.0,22.200000000000003
41788,11204,2.0,1,1,0,0,0.0,0.0
41789,11204,4.0,2,2,2,2,6.0,18.689999999999998
41790,11204,5.0,1,1,0,0,0.0,0.0
41791,11204,6.0,1,1,0,1,0.0,3.38
41792,11205,0.0,1,1,0,0,0.0,0.0
41793,11205,1.0,2,2,0,0,0.0,0.0
41794,11205,4.0,2,2,2,1,6.0,30.21
41795,11205,6.0,1,1,1,1,10.0,32.45
41796,11206,0.0,1,0,0,0,0.0,0.0
41797,11206,1.0,1,0,0,0,0.0,0.0
41798,11206,4.0,1,1,1,1,3.0,14.66
41799,11206,6.0,1,1,0,0,0.0,0.0
