,person,offer_id,offer received,offer viewed,offer completed,transaction,reward,amount,difficulty,email,mobile,social,web,bogo,discount,informational
37531,10066,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
37532,10066,5.0,1,0,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37533,10066,7.0,1,1,1,1,2.0,24.47,10,1,1,1,1,0,1,0
37534,10066,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37535,10067,2.0,2,2,1,2,5.0,8.5,5,2,2,0,2,1,0,0
37536,10067,8.0,1,1,1,5,2.0,10.860000000000001,10,1,1,0,1,0,1,0
37537,10067,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37538,10068,1.0,1,1,0,2,0.0,6.460000000000001,0,1,1,1,0,0,0,1
37539,10068,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37540,10068,5.0,2,2,0,2,0.0,4.74,10,2,2,2,0,1,0,0
37541,10068,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37542,10069,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37543,10069,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37544,10069,5.0,1,1,1,1,10.0,13.73,10,1,1,1,0,1,0,0
37545,10069,7.0,1,1,1,1,2.0,24.92,10,1,1,1,1,0,1,0
37546,10069,8.0,1,1,1,1,2.0,15.08,10,1,1,0,1,0,1,0
37547,10069,9.0,1,1,1,2,5.0,38.41,20,1,0,0,1,0,1,0
37548,10070,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37549,10070,6.0,1,1,0,4,0.0,12.639999999999999,10,1,1,1,1,1,0,0
37550,10070,7.0,2,2,2,6,4.0,18.759999999999998,10,2,2,2,2,0,1,0
37551,10070,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37552,10071,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37553,10071,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37554,10071,4.0,1,1,0,1,0.0,2.98,7,1,1,1,1,0,1,0
37555,10071,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37556,10071,6.0,1,1,0,1,0.0,1.82,10,1,1,1,1,1,0,0
37557,10072,4.0,2,2,2,1,6.0,13.69,7,2,2,2,2,0,1,0
37558,10072,5.0,1,0,1,0,10.0,0.0,10,1,1,1,0,1,0,0
37559,10072,7.0,1,1,1,1,2.0,20.31,10,1,1,1,1,0,1,0
37560,10072,9.0,2,0,2,0,10.0,0.0,20,2,0,0,2,0,1,0
37561,10073,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37562,10073,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
37563,10073,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37564,10073,5.0,1,1,1,1,10.0,11.95,10,1,1,1,0,1,0,0
37565,10074,3.0,1,1,0,1,0.0,0.42,5,1,1,1,1,1,0,0
37566,10074,6.0,1,1,0,2,0.0,2.6100000000000003,10,1,1,1,1,1,0,0
37567,10074,9.0,2,0,0,0,0.0,0.0,20,2,0,0,2,0,1,0
37568,10075,0.0,2,1,0,3,0.0,9.68,0,2,2,0,2,0,0,1
37569,10075,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
37570,10075,6.0,1,1,0,1,0.0,5.04,10,1,1,1,1,1,0,0
37571,10076,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37572,10076,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
37573,10076,6.0,1,1,0,1,0.0,0.76,10,1,1,1,1,1,0,0
37574,10076,7.0,1,1,1,3,2.0,12.77,10,1,1,1,1,0,1,0
37575,10076,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37576,10077,1.0,1,1,0,1,0.0,9.85,0,1,1,1,0,0,0,1
37577,10077,2.0,2,2,0,0,0.0,0.0,5,2,2,0,2,1,0,0
37578,10077,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37579,10077,8.0,1,1,1,1,2.0,10.79,10,1,1,0,1,0,1,0
37580,10078,4.0,2,2,0,1,0.0,1.29,7,2,2,2,2,0,1,0
37581,10078,5.0,2,2,0,2,0.0,3.33,10,2,2,2,0,1,0,0
37582,10078,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37583,10079,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37584,10079,2.0,1,1,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37585,10079,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
37586,10079,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37587,10080,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37588,10080,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37589,10080,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37590,10080,5.0,1,1,1,1,10.0,28.87,10,1,1,1,0,1,0,0
37591,10080,6.0,1,1,1,1,10.0,27.76,10,1,1,1,1,1,0,0
37592,10080,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37593,10081,0.0,2,0,0,0,0.0,0.0,0,2,2,0,2,0,0,1
37594,10081,4.0,1,1,0,2,0.0,4.18,7,1,1,1,1,0,1,0
37595,10081,7.0,1,1,0,2,0.0,4.8999999999999995,10,1,1,1,1,0,1,0
37596,10082,1.0,1,1,0,2,0.0,36.4,0,1,1,1,0,0,0,1
37597,10082,3.0,2,2,2,1,10.0,13.76,5,2,2,2,2,1,0,0
37598,10082,5.0,1,1,1,1,10.0,6.91,10,1,1,1,0,1,0,0
37599,10082,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37600,10083,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
37601,10083,4.0,2,2,2,2,6.0,31.160000000000004,7,2,2,2,2,0,1,0
37602,10083,6.0,1,0,1,0,10.0,0.0,10,1,1,1,1,1,0,0
37603,10083,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37604,10083,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37605,10084,2.0,4,4,4,3,20.0,60.64,5,4,4,0,4,1,0,0
37606,10084,8.0,1,1,1,1,2.0,19.54,10,1,1,0,1,0,1,0
37607,10085,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37608,10085,5.0,1,1,0,3,0.0,9.73,10,1,1,1,0,1,0,0
37609,10085,7.0,1,1,1,1,2.0,6.97,10,1,1,1,1,0,1,0
37610,10085,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37611,10086,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37612,10086,6.0,1,1,1,1,10.0,21.95,10,1,1,1,1,1,0,0
37613,10086,8.0,1,1,1,1,2.0,17.48,10,1,1,0,1,0,1,0
37614,10086,9.0,2,0,0,0,0.0,0.0,20,2,0,0,2,0,1,0
37615,10087,0.0,2,0,0,0,0.0,0.0,0,2,2,0,2,0,0,1
37616,10087,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
37617,10087,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37618,10087,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37619,10087,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37620,10088,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37621,10088,1.0,1,0,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37622,10088,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37623,10089,4.0,1,1,0,2,0.0,3.64,7,1,1,1,1,0,1,0
37624,10089,6.0,3,3,0,4,0.0,8.94,10,3,3,3,3,1,0,0
37625,10089,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37626,10090,3.0,2,2,2,1,10.0,31.34,5,2,2,2,2,1,0,0
37627,10090,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
37628,10091,2.0,2,1,0,0,0.0,0.0,5,2,2,0,2,1,0,0
37629,10091,3.0,2,2,1,0,5.0,0.0,5,2,2,2,2,1,0,0
37630,10091,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37631,10092,2.0,1,1,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37632,10092,3.0,2,2,0,0,0.0,0.0,5,2,2,2,2,1,0,0
37633,10092,4.0,1,1,1,4,3.0,10.24,7,1,1,1,1,0,1,0
37634,10092,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37635,10093,6.0,1,1,1,1,10.0,18.25,10,1,1,1,1,1,0,0
37636,10093,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
37637,10093,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37638,10094,2.0,1,1,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37639,10094,3.0,1,1,1,1,5.0,6.04,5,1,1,1,1,1,0,0
37640,10094,7.0,1,1,1,1,2.0,1.49,10,1,1,1,1,0,1,0
37641,10094,8.0,2,1,2,2,4.0,10.28,10,2,2,0,2,0,1,0
37642,10095,2.0,1,1,1,1,5.0,17.03,5,1,1,0,1,1,0,0
37643,10095,5.0,1,1,1,1,10.0,11.28,10,1,1,1,0,1,0,0
37644,10095,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
37645,10096,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37646,10096,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
37647,10096,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37648,10096,7.0,1,0,0,0,0.0,0.0,10,1,1,1,1,0,1,0
37649,10096,9.0,1,1,1,1,5.0,26.01,20,1,0,0,1,0,1,0
37650,10097,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37651,10097,6.0,2,2,2,1,20.0,792.54,10,2,2,2,2,1,0,0
37652,10097,8.0,1,1,1,1,2.0,21.7,10,1,1,0,1,0,1,0
37653,10098,2.0,2,2,1,0,5.0,0.0,5,2,2,0,2,1,0,0
37654,10098,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37655,10098,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37656,10099,0.0,1,1,0,3,0.0,74.07,0,1,1,0,1,0,0,1
37657,10099,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37658,10099,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37659,10100,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37660,10100,4.0,1,1,1,1,3.0,0.38,7,1,1,1,1,0,1,0
37661,10100,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37662,10100,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37663,10101,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37664,10101,3.0,1,1,0,1,0.0,3.39,5,1,1,1,1,1,0,0
37665,10101,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37666,10102,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37667,10102,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37668,10102,7.0,2,2,1,1,2.0,24.85,10,2,2,2,2,0,1,0
37669,10102,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37670,10102,9.0,1,1,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37671,10103,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37672,10103,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
37673,10103,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37674,10103,9.0,2,0,1,0,5.0,0.0,20,2,0,0,2,0,1,0
37675,10104,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37676,10104,5.0,1,1,0,1,0.0,1.01,10,1,1,1,0,1,0,0
37677,10104,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37678,10104,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
37679,10105,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37680,10105,3.0,3,3,2,2,10.0,6.87,5,3,3,3,3,1,0,0
37681,10105,4.0,1,1,1,1,3.0,2.04,7,1,1,1,1,0,1,0
37682,10105,5.0,1,1,0,1,0.0,0.72,10,1,1,1,0,1,0,0
37683,10106,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37684,10106,2.0,1,1,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37685,10106,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
37686,10106,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37687,10106,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37688,10106,9.0,1,1,0,1,0.0,6.67,20,1,0,0,1,0,1,0
37689,10107,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37690,10107,4.0,1,1,1,1,3.0,24.28,7,1,1,1,1,0,1,0
37691,10107,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
37692,10107,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37693,10108,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
37694,10108,7.0,2,2,2,0,4.0,0.0,10,2,2,2,2,0,1,0
37695,10108,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37696,10109,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37697,10109,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37698,10109,9.0,2,1,1,0,5.0,0.0,20,2,0,0,2,0,1,0
37699,10110,3.0,2,2,0,0,0.0,0.0,5,2,2,2,2,1,0,0
37700,10110,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37701,10110,6.0,2,2,0,1,0.0,1.67,10,2,2,2,2,1,0,0
37702,10111,2.0,1,1,0,1,0.0,1.8599999999999999,5,1,1,0,1,1,0,0
37703,10111,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
37704,10111,4.0,1,1,1,2,3.0,1.2,7,1,1,1,1,0,1,0
37705,10111,6.0,1,1,1,3,10.0,5.91,10,1,1,1,1,1,0,0
37706,10111,9.0,1,1,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37707,10112,1.0,1,1,0,3,0.0,42.75,0,1,1,1,0,0,0,1
37708,10112,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
37709,10112,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37710,10112,7.0,1,1,1,2,2.0,24.82,10,1,1,1,1,0,1,0
37711,10113,0.0,1,1,0,2,0.0,6.7,0,1,1,0,1,0,0,1
37712,10113,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
37713,10113,5.0,1,1,0,3,0.0,11.78,10,1,1,1,0,1,0,0
37714,10114,3.0,1,1,1,0,5.0,0.0,5,1,1,1,1,1,0,0
37715,10114,5.0,2,2,0,5,0.0,8.979999999999999,10,2,2,2,0,1,0,0
37716,10114,9.0,2,0,0,0,0.0,0.0,20,2,0,0,2,0,1,0
37717,10115,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37718,10115,3.0,1,1,1,1,5.0,28.14,5,1,1,1,1,1,0,0
37719,10115,4.0,1,1,1,0,3.0,0.0,7,1,1,1,1,0,1,0
37720,10115,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37721,10115,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
37722,10115,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37723,10116,3.0,1,1,0,3,0.0,6.450000000000001,5,1,1,1,1,1,0,0
37724,10116,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37725,10117,4.0,2,2,2,1,6.0,17.88,7,2,2,2,2,0,1,0
37726,10117,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
37727,10117,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37728,10117,9.0,1,1,1,1,5.0,32.2,20,1,0,0,1,0,1,0
37729,10118,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37730,10118,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37731,10119,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37732,10119,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
37733,10119,6.0,3,2,0,1,0.0,0.05,10,3,3,3,3,1,0,0
37734,10120,6.0,1,1,1,1,10.0,38.45,10,1,1,1,1,1,0,0
37735,10120,8.0,2,1,0,0,0.0,0.0,10,2,2,0,2,0,1,0
37736,10121,0.0,1,1,0,2,0.0,25.08,0,1,1,0,1,0,0,1
37737,10121,4.0,1,1,1,1,3.0,22.73,7,1,1,1,1,0,1,0
37738,10121,6.0,1,1,1,0,10.0,0.0,10,1,1,1,1,1,0,0
37739,10121,8.0,1,1,1,1,2.0,20.5,10,1,1,0,1,0,1,0
37740,10122,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37741,10122,2.0,1,1,1,1,5.0,12.76,5,1,1,0,1,1,0,0
37742,10122,3.0,1,1,1,1,5.0,22.03,5,1,1,1,1,1,0,0
37743,10122,4.0,1,1,1,1,3.0,35.76,7,1,1,1,1,0,1,0
37744,10122,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
37745,10123,0.0,1,1,0,1,0.0,2.74,0,1,1,0,1,0,0,1
37746,10123,4.0,2,2,0,8,0.0,8.520000000000001,7,2,2,2,2,0,1,0
37747,10123,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
37748,10123,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37749,10124,1.0,1,1,0,1,0.0,9.4,0,1,1,1,0,0,0,1
37750,10124,5.0,1,1,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37751,10124,8.0,1,1,1,1,2.0,450.46,10,1,1,0,1,0,1,0
37752,10125,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37753,10125,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37754,10126,2.0,2,1,2,1,10.0,10.14,5,2,2,0,2,1,0,0
37755,10126,3.0,2,2,2,1,10.0,5.29,5,2,2,2,2,1,0,0
37756,10127,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37757,10127,1.0,2,2,0,1,0.0,105.86,0,2,2,2,0,0,0,1
37758,10127,9.0,1,1,0,1,0.0,5.3,20,1,0,0,1,0,1,0
37759,10128,0.0,1,1,0,2,0.0,9.600000000000001,0,1,1,0,1,0,0,1
37760,10128,1.0,1,1,0,2,0.0,2.51,0,1,1,1,0,0,0,1
37761,10128,7.0,2,2,2,6,4.0,11.61,10,2,2,2,2,0,1,0
37762,10128,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37763,10129,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37764,10129,3.0,1,0,1,0,5.0,0.0,5,1,1,1,1,1,0,0
37765,10129,5.0,2,2,0,3,0.0,14.43,10,2,2,2,0,1,0,0
37766,10130,0.0,2,1,0,2,0.0,5.66,0,2,2,0,2,0,0,1
37767,10130,5.0,1,0,0,0,0.0,0.0,10,1,1,1,0,1,0,0
37768,10130,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37769,10130,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37770,10131,1.0,1,1,0,3,0.0,60.04,0,1,1,1,0,0,0,1
37771,10131,2.0,3,3,3,1,15.0,26.18,5,3,3,0,3,1,0,0
37772,10131,5.0,2,2,2,2,20.0,48.08,10,2,2,2,0,1,0,0
37773,10132,3.0,2,2,2,1,10.0,16.43,5,2,2,2,2,1,0,0
37774,10132,6.0,2,2,2,1,20.0,14.59,10,2,2,2,2,1,0,0
37775,10132,7.0,1,1,1,1,2.0,14.26,10,1,1,1,1,0,1,0
37776,10133,1.0,1,1,0,2,0.0,36.83,0,1,1,1,0,0,0,1
37777,10133,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
37778,10133,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37779,10133,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37780,10134,3.0,1,1,1,1,5.0,25.13,5,1,1,1,1,1,0,0
37781,10134,6.0,2,2,2,1,20.0,17.75,10,2,2,2,2,1,0,0
37782,10134,7.0,1,1,1,0,2.0,0.0,10,1,1,1,1,0,1,0
37783,10135,6.0,1,0,1,0,10.0,0.0,10,1,1,1,1,1,0,0
37784,10135,8.0,1,1,1,1,2.0,10.56,10,1,1,0,1,0,1,0
37785,10135,9.0,2,0,2,0,10.0,0.0,20,2,0,0,2,0,1,0
37786,10136,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37787,10136,3.0,2,1,0,0,0.0,0.0,5,2,2,2,2,1,0,0
37788,10136,5.0,1,1,0,2,0.0,3.88,10,1,1,1,0,1,0,0
37789,10136,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37790,10137,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37791,10137,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37792,10137,4.0,2,2,0,0,0.0,0.0,7,2,2,2,2,0,1,0
37793,10137,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
37794,10137,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37795,10138,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37796,10138,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37797,10138,4.0,1,1,1,1,3.0,13.72,7,1,1,1,1,0,1,0
37798,10138,6.0,2,2,1,2,10.0,581.39,10,2,2,2,2,1,0,0
37799,10138,8.0,1,1,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37800,10139,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37801,10139,5.0,1,1,1,1,10.0,23.05,10,1,1,1,0,1,0,0
37802,10139,6.0,1,1,1,1,10.0,22.57,10,1,1,1,1,1,0,0
37803,10139,8.0,1,1,1,1,2.0,11.56,10,1,1,0,1,0,1,0
37804,10139,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37805,10140,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37806,10140,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37807,10140,5.0,3,3,0,5,0.0,15.66,10,3,3,3,0,1,0,0
37808,10140,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
37809,10141,2.0,1,0,1,0,5.0,0.0,5,1,1,0,1,1,0,0
37810,10141,5.0,1,1,1,1,10.0,26.69,10,1,1,1,0,1,0,0
37811,10141,6.0,3,3,1,1,10.0,18.86,10,3,3,3,3,1,0,0
37812,10141,9.0,1,0,1,0,5.0,0.0,20,1,0,0,1,0,1,0
37813,10142,2.0,3,3,0,0,0.0,0.0,5,3,3,0,3,1,0,0
37814,10142,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37815,10143,3.0,1,1,0,0,0.0,0.0,5,1,1,1,1,1,0,0
37816,10143,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
37817,10143,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37818,10143,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
37819,10143,8.0,1,1,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37820,10144,0.0,2,0,0,0,0.0,0.0,0,2,2,0,2,0,0,1
37821,10144,1.0,1,0,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37822,10144,4.0,1,1,1,1,3.0,21.45,7,1,1,1,1,0,1,0
37823,10144,8.0,1,1,1,1,2.0,29.82,10,1,1,0,1,0,1,0
37824,10145,0.0,1,1,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37825,10145,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
37826,10145,5.0,1,1,0,1,0.0,4.66,10,1,1,1,0,1,0,0
37827,10145,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37828,10146,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37829,10146,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37830,10146,8.0,1,0,1,0,2.0,0.0,10,1,1,0,1,0,1,0
37831,10146,9.0,2,1,2,0,10.0,0.0,20,2,0,0,2,0,1,0
37832,10147,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37833,10147,6.0,1,1,0,0,0.0,0.0,10,1,1,1,1,1,0,0
37834,10147,7.0,2,2,0,2,0.0,2.88,10,2,2,2,2,0,1,0
37835,10147,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37836,10148,1.0,1,1,0,1,0.0,8.54,0,1,1,1,0,0,0,1
37837,10148,5.0,1,1,1,0,10.0,0.0,10,1,1,1,0,1,0,0
37838,10148,8.0,1,1,1,1,2.0,14.55,10,1,1,0,1,0,1,0
37839,10149,2.0,1,0,0,0,0.0,0.0,5,1,1,0,1,1,0,0
37840,10149,7.0,1,1,1,2,2.0,12.39,10,1,1,1,1,0,1,0
37841,10149,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37842,10149,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37843,10150,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37844,10150,1.0,1,1,0,1,0.0,10.28,0,1,1,1,0,0,0,1
37845,10150,4.0,1,1,1,1,3.0,12.03,7,1,1,1,1,0,1,0
37846,10151,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37847,10151,4.0,1,1,0,0,0.0,0.0,7,1,1,1,1,0,1,0
37848,10151,7.0,1,1,0,1,0.0,3.91,10,1,1,1,1,0,1,0
37849,10151,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37850,10151,9.0,1,0,0,0,0.0,0.0,20,1,0,0,1,0,1,0
37851,10152,6.0,2,2,0,3,0.0,11.77,10,2,2,2,2,1,0,0
37852,10152,7.0,2,2,2,5,4.0,12.38,10,2,2,2,2,0,1,0
37853,10152,8.0,1,1,1,4,2.0,15.77,10,1,1,0,1,0,1,0
37854,10153,0.0,1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1
37855,10153,3.0,2,2,0,0,0.0,0.0,5,2,2,2,2,1,0,0
37856,10153,7.0,1,1,0,0,0.0,0.0,10,1,1,1,1,0,1,0
37857,10153,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
37858,10154,1.0,1,1,0,0,0.0,0.0,0,1,1,1,0,0,0,1
37859,10154,2.0,2,1,1,1,5.0,16.69,5,2,2,0,2,1,0,0
37860,10154,8.0,1,0,0,0,0.0,0.0,10,1,1,0,1,0,1,0
